Client,Address,Expiration Date,Status,Premium,VIN,State,Manufacturer,Car Model,Autonomous Software,Sensors,Computing Units,Connectivity,Power System,Braking System,Steering System,Price,Policy Channel,Year,Mileage,Accident History,Ownership,Average Annual Mileage,Annual Mileage,Repair Records,Maintenance Records,Usage,Claim Records
Anthony Edwards,"9536 Natalie Streets
North Brandonbury, MO 53300",2024-11-19,Active,147.31,R0WN5XU2MYFEFG8VX,MO,BMW,BMW 7 Series,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,87000,Online,2021,40899,0,Personal Ownership,10224,"[10377, 11001, 10733, 8788]",0,6,Rental,"[{'date': datetime.date(2016, 3, 12), 'amount': 3361.78}]"
Desiree Moore,"7524 Jacobs Drives Apt. 798
Martinezmouth, PW 84858",2024-12-12,Active,95.64,ZPBW2CSM2EBTLLZD2,PW,BYD,BYD Dolphin,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,20000,Online,2014,120895,1,Personal Ownership,10990,"[10794, 10643, 11912, 11935, 11436, 11572, 9910, 11012, 10440, 10233, 11008]",1,10,Rental,"[{'date': datetime.date(2023, 11, 1), 'amount': 1835.3}]"
Dawn Wallace,"03590 Pamela Mission
Jacksonhaven, MA 87820",2024-12-03,Active,101.25,L4XXSH4ASHDJ5PPGZ,MA,BYD,BYD Seal,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,28000,In-Vehicle Infotainment System,2023,12880,0,Personal Ownership,6440,"[6420, 6460]",0,2,Commercial,"[{'date': datetime.date(2023, 2, 9), 'amount': 2533.72}]"
April Barber,"0097 Evan Vista Suite 481
Scottmouth, NV 75025",2024-11-22,Active,122.61,YVWFRZVDKSPCK879R,NV,Mercedes-Benz,Mercedes-Benz E-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,54000,4S Stores,2015,115517,3,Personal Ownership,11551,"[11403, 11017, 12435, 10725, 10608, 12008, 11214, 11663, 12836, 11608]",0,18,Personal,[]
Mary Williams,"18478 Tonya Brook Suite 236
North Kimberlyfort, NE 88686",2024-12-04,Active,105.42,V0GG41AD494XBJ9MY,NE,BYD,BYD Song Plus,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,32000,Online,2024,0,0,Personal Ownership,0,[0],0,0,Personal,[]
Carl Kirby,"924 Michael Circle Suite 857
West Robertview, OR 11196",2024-12-11,Active,107.02,Y0DH79GWCH4A7DBXL,OR,BYD,BYD Tang,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,35000,Agent,2022,26179,1,Company Ownership,8726,"[8960, 9121, 8098]",0,2,Personal,"[{'date': datetime.date(2024, 6, 9), 'amount': 4399.64}]"
Joseph Park,"7297 Mayo Divide
Lauramouth, UT 56012",2024-11-02,Expiring in 7 Days,103.16,GZTEUMWPU8WEZRNPW,UT,BYD,BYD Han,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,30000,Agent,2014,137652,1,Company Ownership,12513,"[13537, 12930, 12352, 12126, 12681, 11292, 11716, 13159, 12462, 13512, 11885]",0,20,Personal,"[{'date': datetime.date(2023, 11, 12), 'amount': 4742.54}, {'date': datetime.date(2022, 1, 26), 'amount': 2809.39}, {'date': datetime.date(2022, 12, 14), 'amount': 3122.1}]"
Olivia Garcia,"63078 Todd Cape
Donaldland, OR 49265",2024-12-16,Active,110.68,4SB4E4PHBPK9KGCUJ,OR,Tesla,Tesla Model 3,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,39990,Online,2023,14220,1,Personal Ownership,7110,"[7152, 7068]",0,1,Commercial,"[{'date': datetime.date(2024, 10, 20), 'amount': 3178.77}, {'date': datetime.date(2022, 5, 27), 'amount': 3657.24}]"
Stacy Deleon,"0958 Justin Vista Suite 918
Lake Suzannehaven, NH 80313",2024-11-28,Active,139.43,C82CEAHT8AE64LSTT,NH,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,4S Stores,2022,27026,0,Company Ownership,9008,"[8717, 8487, 9822]",0,4,Rental,[]
Steven Scott,"142 Williams Turnpike
Natashatown, FL 48428",2024-11-04,Expiring in 7 Days,111.97,YDD141H7MJVGW8NRM,FL,Tesla,Tesla Model 3,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,39990,Agent,2023,12595,0,Company Ownership,6297,"[6898, 5697]",0,1,Personal,"[{'date': datetime.date(2021, 9, 3), 'amount': 3143.62}, {'date': datetime.date(2024, 10, 28), 'amount': 3915.76}]"
Cassandra Phillips,"36567 Carrie Hills
New Luis, OR 70469",2024-11-06,Active,101.19,J4AFS9ES4GWS1954M,OR,BYD,BYD Seal,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,28000,Online,2024,0,0,Company Ownership,0,[0],0,0,Personal,"[{'date': datetime.date(2019, 11, 8), 'amount': 2781.73}, {'date': datetime.date(2020, 6, 15), 'amount': 1342.94}]"
Jeffrey Compton,"4856 Smith Bypass Suite 684
Christinehaven, LA 53535",2024-11-05,Expiring in 7 Days,145.22,4V9FNG3TLFNLUKYTF,LA,Audi,Audi A8 L,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,86000,Online,2020,51115,0,Company Ownership,10223,"[10257, 9615, 9867, 10602, 10774]",1,8,Personal,"[{'date': datetime.date(2023, 12, 21), 'amount': 4881.95}]"
Emily Long MD,"245 Morris Summit
Yvonneshire, OR 08394",2024-12-09,Active,131.91,DJ4B75W4FCLLL8HVZ,OR,BMW,BMW X5 xDrive45e,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,65000,4S Stores,2016,107398,0,Company Ownership,11933,"[12433, 12841, 10931, 11400, 12811, 10743, 12838, 10611, 12790]",1,8,Personal,"[{'date': datetime.date(2024, 10, 28), 'amount': 4902.98}, {'date': datetime.date(2019, 11, 24), 'amount': 1955.05}, {'date': datetime.date(2023, 10, 16), 'amount': 3770.49}]"
Billy Thompson,"908 Anderson Shoal Apt. 958
Swansonshire, NJ 59064",2024-11-01,Expiring in 7 Days,105.45,WJDPUW54KZ2J36U5V,NJ,BYD,BYD Song Plus,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,32000,Online,2019,62158,1,Company Ownership,10359,"[9772, 10693, 10866, 11242, 10386, 9199]",2,5,Commercial,"[{'date': datetime.date(2023, 9, 8), 'amount': 4020.87}]"
Susan Ayers,"797 Sarah Pine Apt. 643
East Matthewburgh, AK 96630",2024-11-19,Active,110.1,HK8UX6EX5UJX93LX9,AK,Tesla,Tesla Cybertruck,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,39900,4S Stores,2024,0,0,Company Ownership,0,[0],0,0,Rental,"[{'date': datetime.date(2021, 4, 26), 'amount': 1566.6}, {'date': datetime.date(2023, 2, 25), 'amount': 4738.97}, {'date': datetime.date(2024, 5, 29), 'amount': 2280.86}]"
Carmen Rodriguez,"8536 Combs Center
Veronicaview, UT 72810",2024-12-03,Active,110.17,C6Y1WCDVSCRKVE3P0,UT,Tesla,Tesla Cybertruck,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,39900,In-Vehicle Infotainment System,2017,98090,0,Personal Ownership,12261,"[13019, 12714, 12815, 12001, 12840, 11370, 12294, 11037]",1,14,Commercial,[]
Donna Turner,"PSC 5194, Box 9949
APO AA 02197",2024-11-15,Active,132.41,3N1YRWSYV1FEB6MDM,AA,Mercedes-Benz,Mercedes-Benz EQC,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,67000,Online,2024,0,0,Personal Ownership,0,[0],0,0,Commercial,"[{'date': datetime.date(2015, 6, 11), 'amount': 4047.63}, {'date': datetime.date(2019, 10, 7), 'amount': 527.75}]"
Scott Cortez,"26572 Kenneth Tunnel
Guerreroberg, IL 03866",2024-11-21,Active,104.41,W8BLK7B5JEL1TGYF2,IL,BYD,BYD Song Plus,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,32000,Agent,2021,44239,0,Personal Ownership,11059,"[10365, 12340, 10822, 10712]",0,6,Personal,"[{'date': datetime.date(2020, 4, 14), 'amount': 4184.62}]"
Daniel Mitchell,"7906 Kim Harbors Apt. 888
Royview, NV 20624",2024-11-14,Active,167.49,G7VCKTJ4TPS8B54TK,NV,Mercedes-Benz,Mercedes-Benz S-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,110000,In-Vehicle Infotainment System,2020,58815,1,Personal Ownership,11763,"[11818, 11554, 12541, 12034, 10868]",0,8,Commercial,"[{'date': datetime.date(2018, 3, 7), 'amount': 3543.4}, {'date': datetime.date(2024, 3, 11), 'amount': 3929.73}]"
Matthew Padilla,"822 Nguyen Square
Nelsontown, MO 80044",2024-12-16,Active,115.85,X61ULDN5L2K93U30X,MO,Audi,Audi Q4 e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,45000,4S Stores,2020,58217,1,Company Ownership,11643,"[11086, 10818, 13151, 12264, 10898]",4,4,Rental,"[{'date': datetime.date(2021, 7, 24), 'amount': 3786.55}, {'date': datetime.date(2024, 9, 22), 'amount': 2353.01}]"
Holly Moore,"942 Perkins View Apt. 664
Jacksonton, TN 81920",2024-11-02,Expiring in 7 Days,130.5,J7FH5EGFXSNPMVFN9,TN,Mercedes-Benz,Mercedes-Benz EQC,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,67000,4S Stores,2024,0,2,Personal Ownership,0,[0],0,0,Personal,[]
Alyssa Williams,"3773 Gomez Port
Colemanhaven, OH 84289",2024-11-12,Active,107.7,MEWTLZVE4MRXFMLE9,OH,XPeng,XPeng P7,XPilot,LiDAR,Xavier AI Chip,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,35000,Online,2024,0,0,Company Ownership,0,[0],0,0,Commercial,"[{'date': datetime.date(2022, 3, 13), 'amount': 4566.18}]"
Tammy Gonzales,"PSC 3202, Box 6904
APO AE 46480",2024-12-11,Active,138.03,6PT57HPN9TBY2M9AX,AE,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,Online,2018,78130,1,Company Ownership,11161,"[10226, 10779, 11737, 11472, 11141, 10386, 12389]",3,12,Commercial,"[{'date': datetime.date(2024, 10, 28), 'amount': 2975.89}, {'date': datetime.date(2024, 8, 25), 'amount': 1029.77}]"
Steven Lozano,"USCGC Chapman
FPO AA 29730",2024-11-12,Active,143.07999999999998,S36892VPXC90S3ZVR,AA,BMW,BMW iX,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,83000,4S Stores,2017,91948,0,Company Ownership,11493,"[12399, 12367, 10748, 10589, 11372, 10540, 10788, 13145]",1,7,Personal,[]
Robert Willis,"493 Danielle Bypass
Romanmouth, NC 40449",2024-12-01,Active,131.91,56V1HEYMCGHLXXH6C,NC,Mercedes-Benz,Mercedes-Benz EQC,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,67000,4S Stores,2022,28945,0,Company Ownership,9648,"[9779, 9008, 10158]",1,4,Personal,"[{'date': datetime.date(2024, 10, 28), 'amount': 3144.02}]"
Sharon Leonard,"6154 John Island Suite 867
Nicholaston, FM 40055",2024-11-02,Expiring in 7 Days,122.66,PAJTASM3LZTV64WK7,FM,BMW,BMW i4,BMW iDrive,Camera + Radar,NVIDIA Orin,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,56000,Agent,2022,26348,0,Company Ownership,8782,"[8837, 7917, 9594]",0,4,Commercial,"[{'date': datetime.date(2017, 6, 9), 'amount': 1681.86}]"
Natalie Brown,"235 Olivia Divide Suite 842
Timothyborough, AK 67155",2024-11-19,Active,132.03,D1KR3HH1HM4XM318K,AK,Audi,Audi e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,66000,4S Stores,2022,24367,0,Company Ownership,8122,"[7700, 8144, 8523]",0,2,Rental,"[{'date': datetime.date(2024, 7, 21), 'amount': 4402.22}]"
James Warren,"20717 Jennifer Vista Apt. 736
West Cassandra, NH 73925",2024-11-28,Active,167.59,J94BA5LUXBT294RCA,NH,Mercedes-Benz,Mercedes-Benz S-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,110000,Online,2023,14637,0,Personal Ownership,7318,"[7680, 6957]",0,1,Commercial,[]
Jordan Fowler,"75664 Clark Viaduct
East Julieshire, AL 23537",2024-11-12,Active,142.57,E826SCT2VEWP9N38R,AL,Tesla,Tesla Model S,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,79990,In-Vehicle Infotainment System,2020,52443,0,Company Ownership,10488,"[10949, 9825, 11022, 11237, 9410]",0,4,Personal,[]
Anthony Gay,"78077 Jason Brooks Apt. 943
New Alyssa, PR 41105",2024-12-16,Active,138.84,308VWD9BA0681RXFU,PR,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,4S Stores,2016,115599,0,Company Ownership,12844,"[13821, 12665, 12411, 13479, 11740, 13418, 12324, 14047, 11694]",2,8,Rental,"[{'date': datetime.date(2022, 3, 4), 'amount': 860.31}, {'date': datetime.date(2024, 7, 28), 'amount': 2604.82}]"
Ashley Obrien,"8498 Hayes Island
Gainesburgh, NE 97443",2024-11-11,Active,101.12,HSXF40YJRSFXXANRM,NE,BYD,BYD Seal,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,28000,4S Stores,2017,103330,0,Personal Ownership,12916,"[12041, 13063, 13298, 12045, 12584, 13234, 14092, 12973]",2,14,Commercial,"[{'date': datetime.date(2024, 9, 11), 'amount': 3292.81}]"
Angelica Walker,"210 Joseph Plains Apt. 222
Brownberg, OH 02660",2024-11-29,Active,107.5,NXH8VVENNVJYVL95D,OH,BYD,BYD Tang,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,35000,Agent,2014,128153,0,Personal Ownership,11650,"[10639, 10603, 12447, 11861, 12009, 12331, 10621, 11886, 12793, 12290, 10673]",1,10,Commercial,"[{'date': datetime.date(2021, 7, 15), 'amount': 1104.7}, {'date': datetime.date(2024, 4, 3), 'amount': 4859.72}, {'date': datetime.date(2022, 11, 30), 'amount': 3074.09}]"
Kathleen Newton,"180 Daugherty Way Apt. 293
South Garyshire, MN 49766",2024-11-18,Active,135.91,7KXWMDB0Z1T0CR1EV,MN,Audi,Audi Q8 e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,74000,Online,2017,97216,1,Personal Ownership,12152,"[12332, 12357, 12220, 11337, 12886, 11405, 11694, 12985]",0,14,Rental,[]
Lisa Hamilton,"6877 White Mission
Davidmouth, GU 67288",2024-12-13,Active,138.37,KFRYPH0F5EELZL80T,GU,Audi,Audi Q8 e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,74000,Online,2019,67300,1,Personal Ownership,11216,"[11111, 12305, 10121, 11704, 12025, 10034]",1,5,Commercial,"[{'date': datetime.date(2023, 5, 29), 'amount': 933.29}, {'date': datetime.date(2018, 8, 26), 'amount': 669.99}]"
Elizabeth Calhoun,"2698 Chambers Port
South Kristaview, OH 11736",2024-12-05,Active,163.14,16UR9UNDT4EDPFB1J,OH,Mercedes-Benz,Mercedes-Benz S-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,110000,Online,2016,116753,0,Company Ownership,12972,"[14141, 12036, 11946, 11877, 13132, 13780, 13336, 11984, 14521]",3,8,Rental,"[{'date': datetime.date(2024, 1, 29), 'amount': 4584.67}, {'date': datetime.date(2019, 4, 18), 'amount': 2439.76}]"
Heidi Perez,"9732 Anthony Loop
Hartville, AL 07542",2024-11-09,Active,134.95,YGGLBW1XZMN2FD212,AL,Audi,Audi A6 e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,70000,In-Vehicle Infotainment System,2023,13683,0,Personal Ownership,6841,"[7088, 6595]",0,1,Personal,"[{'date': datetime.date(2023, 4, 6), 'amount': 3322.99}]"
Donald Mccall,"Unit 7647 Box 6121
DPO AP 94002",2024-12-04,Active,107.08,R6TF84NCJVZAGMEXZ,AP,XPeng,XPeng P7,XPilot,LiDAR,Xavier AI Chip,Wi-Fi Module,Battery Pack,Electronic Brake Booster,Steering Actuator,35000,Online,2019,64568,1,Personal Ownership,10761,"[11072, 11489, 9534, 10868, 10833, 10772]",1,10,Rental,[]
Sydney Diaz,"34819 Evans Isle Apt. 109
New Seanchester, MT 07288",2024-10-31,Expiring in 7 Days,118.95,535VE1FBZA4LMZR7T,MT,Tesla,Tesla Model Y,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,49990,Online,2022,26180,0,Company Ownership,8726,"[8439, 9653, 8088]",0,2,Rental,"[{'date': datetime.date(2024, 5, 6), 'amount': 3797.15}]"
Keith Tyler,"216 Patterson Prairie Suite 698
Angelaport, WI 65021",2024-11-24,Active,95.22,1KSZ3KKFCNT15VZGN,WI,BYD,BYD Dolphin,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,20000,Online,2024,0,0,Company Ownership,0,[0],0,0,Personal,"[{'date': datetime.date(2020, 12, 30), 'amount': 605.71}, {'date': datetime.date(2023, 10, 30), 'amount': 3347.29}]"
Mackenzie Mccormick,"28812 Diaz Islands
Danielfort, MH 32978",2024-12-15,Active,122.22,0HJLRZDBCTRRXN3J5,MH,Mercedes-Benz,Mercedes-Benz E-Class,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,54000,4S Stores,2014,142152,1,Company Ownership,12922,"[12159, 14152, 14140, 12088, 12862, 13563, 12315, 12069, 11927, 13461, 13416]",3,20,Commercial,"[{'date': datetime.date(2020, 7, 27), 'amount': 3464.71}]"
Evan Bishop,"90158 Michael Circle Suite 483
New Cynthiafort, DE 09012",2024-11-17,Active,138.09,SPA8HU1Y02MPF4SNL,DE,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,In-Vehicle Infotainment System,2016,115957,0,Personal Ownership,12884,"[14033, 12115, 13834, 12405, 12060, 13163, 12947, 12115, 13285]",2,16,Personal,"[{'date': datetime.date(2024, 7, 5), 'amount': 2090.04}, {'date': datetime.date(2024, 10, 28), 'amount': 2863.32}]"
Sherry Cox,"51205 Heather Fork Suite 242
Port Gary, AS 30680",2024-12-05,Active,103.22,2FRRUMT0GTBN6UTZ3,AS,BYD,BYD Han,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,30000,Online,2016,113968,0,Company Ownership,12663,"[13780, 13293, 11736, 13134, 13431, 12495, 11349, 12515, 12235]",1,16,Commercial,"[{'date': datetime.date(2021, 9, 29), 'amount': 3623.48}, {'date': datetime.date(2024, 3, 1), 'amount': 3552.83}, {'date': datetime.date(2023, 10, 24), 'amount': 1760.47}]"
Maria Garcia,"8943 Sanchez Grove
Josehaven, AZ 08076",2024-10-31,Expiring in 7 Days,138.85,JG6XJV8E29MCRKFHX,AZ,Mercedes-Benz,Mercedes-Benz GLS,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,76000,In-Vehicle Infotainment System,2014,146842,0,Personal Ownership,13349,"[14321, 13413, 13972, 14189, 12115, 11898, 13516, 13579, 13748, 14348, 11743]",1,10,Rental,[]
Jeffrey Johnson,"866 Deanna Ferry Apt. 742
New Tinaview, MT 31284",2024-11-01,Expiring in 7 Days,101.26,7EJE01GHMPY7ZWPKT,MT,BYD,BYD Seal,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,28000,4S Stores,2020,54672,1,Company Ownership,10934,"[10108, 10111, 10493, 12330, 11630]",0,8,Personal,"[{'date': datetime.date(2023, 5, 15), 'amount': 4323.94}, {'date': datetime.date(2024, 10, 28), 'amount': 600.66}, {'date': datetime.date(2022, 1, 28), 'amount': 3594.25}]"
Kevin Hardy,"8269 James Crest Suite 013
Jacksonhaven, NM 61197",2024-11-24,Active,140.61,1214SN6RDBF7V89B1,NM,Tesla,Tesla Model S,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,79990,4S Stores,2024,0,0,Personal Ownership,0,[0],0,0,Commercial,"[{'date': datetime.date(2024, 9, 8), 'amount': 2757.54}]"
Gabriela Scott,"29327 Scott Trafficway Suite 626
Royfort, NE 66532",2024-11-10,Active,150.51999999999998,LUCJAEMY6XBH2VSL8,NE,Tesla,Tesla Model X,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,89990,Agent,2018,88016,1,Company Ownership,12573,"[12206, 13255, 12708, 11491, 13429, 12489, 12438]",1,12,Rental,"[{'date': datetime.date(2022, 11, 1), 'amount': 601.71}, {'date': datetime.date(2023, 1, 22), 'amount': 4236.64}, {'date': datetime.date(2017, 10, 4), 'amount': 3253.62}]"
Mrs. Julie Bailey,"2855 Brown Forks
Ramirezstad, MD 16402",2024-12-14,Active,148.04000000000002,1NJVG0GZHZ9GGKUW4,MD,Tesla,Tesla Model X,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,89990,4S Stores,2014,143734,1,Personal Ownership,13066,"[13348, 12425, 12019, 12286, 12924, 12557, 13414, 14617, 12684, 13269, 14191]",3,20,Commercial,"[{'date': datetime.date(2023, 12, 23), 'amount': 2760.22}]"
Emily Williams,"1246 Eric Glens
East Dawn, PA 66813",2024-10-30,Expiring in 7 Days,102.91,UTN5WA2C1MFRV59AM,PA,BYD,BYD Han,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,30000,In-Vehicle Infotainment System,2014,142152,0,Company Ownership,12922,"[13290, 12754, 12383, 13874, 13269, 12169, 13148, 12539, 13991, 12050, 12685]",0,10,Personal,"[{'date': datetime.date(2023, 6, 5), 'amount': 1711.13}, {'date': datetime.date(2020, 9, 13), 'amount': 3452.13}, {'date': datetime.date(2023, 11, 29), 'amount': 3024.85}]"
Kristina Wagner,"29275 Garcia Via
West Melinda, NY 28370",2024-11-29,Active,131.97,3TK4FFFHVJ9FAAT7S,NY,Mercedes-Benz,Mercedes-Benz EQC,Mercedes-Benz Drive Pilot,LiDAR + Camera,NVIDIA Xavier,5G Modem,Inverter,ABS Module,Electric Power Steering,67000,4S Stores,2022,25880,0,Company Ownership,8626,"[8535, 7812, 9533]",1,4,Personal,"[{'date': datetime.date(2023, 1, 30), 'amount': 3357.91}]"
Timothy Morgan,"92092 Destiny Spur Apt. 220
North Todd, CT 78196",2024-11-10,Active,151.47,ECYHS9605GD3W899U,CT,Tesla,Tesla Model X,Tesla Full Self-Driving,Camera,Tesla FSD Computer,5G Modem,Battery Pack,Electronic Brake Booster,Steering Actuator,89990,4S Stores,2020,52121,0,Personal Ownership,10424,"[9604, 10057, 10387, 11730, 10343]",1,4,Commercial,"[{'date': datetime.date(2022, 6, 11), 'amount': 2252.23}, {'date': datetime.date(2023, 10, 19), 'amount': 509.0}]"
Timothy Browning,"546 Davis Radial Suite 987
Ashleyburgh, RI 73989",2024-12-14,Active,130.52,ZUWJ1EHWFDDC309SZ,RI,Audi,Audi e-tron,Audi AI,Radar + LiDAR,NVIDIA Jetson,5G Modem,Battery Pack,ABS Module,Electric Power Steering,66000,Online,2018,34096,1,Company Ownership,4870,"[4997, 5315, 4990, 4709, 4464, 5242, 4379]",0,12,Commercial,"[{'date': datetime.date(2021, 5, 12), 'amount': 2134.82}]"
Grace Young,"98473 Leach Village
New Leah, OK 43790",2024-11-10,Active,102.97,VGAB6U4C78S9W81EN,OK,BYD,BYD Han,BYD DiPilot,LiDAR,NVIDIA Orin,Bluetooth Adapter,DC-DC Converter,ABS Module,Electric Power Steering,30000,4S Stores,2018,88898,0,Company Ownership,12699,"[12928, 13750, 12289, 11647, 13372, 13443, 11469]",1,12,Rental,"[{'date': datetime.date(2023, 12, 2), 'amount': 3676.2}]"
